# t [h]	V [V]	i [A]
5.9356e+00	1.5070e+00	-1.5200e-04
5.9369e+00	1.5066e+00	-1.5200e-04
5.9383e+00	1.5063e+00	-1.5200e-04
5.9397e+00	1.5063e+00	-1.5200e-04
5.9411e+00	1.5063e+00	-1.5200e-04
5.9425e+00	1.5060e+00	-1.5200e-04
5.9439e+00	1.5057e+00	-1.5200e-04
5.9453e+00	1.5057e+00	-1.5100e-04
5.9467e+00	1.5057e+00	-1.5200e-04
5.9481e+00	1.5054e+00	-1.5200e-04
5.9494e+00	1.5054e+00	-1.5200e-04
5.9508e+00	1.5051e+00	-1.5100e-04
5.9522e+00	1.5051e+00	-1.5100e-04
5.9536e+00	1.5051e+00	-1.5200e-04
5.9550e+00	1.5048e+00	-1.5100e-04
5.9564e+00	1.5045e+00	-1.5200e-04
5.9578e+00	1.5045e+00	-1.5200e-04
5.9592e+00	1.5045e+00	-1.5100e-04
5.9606e+00	1.5042e+00	-1.5200e-04
5.9619e+00	1.5042e+00	-1.5200e-04
5.9633e+00	1.5039e+00	-1.5200e-04
5.9647e+00	1.5039e+00	-1.5100e-04
5.9661e+00	1.5039e+00	-1.5200e-04
5.9675e+00	1.5035e+00	-1.5200e-04
5.9689e+00	1.5032e+00	-1.5100e-04
5.9703e+00	1.5032e+00	-1.5200e-04
5.9717e+00	1.5032e+00	-1.5200e-04
5.9731e+00	1.5029e+00	-1.5200e-04
5.9744e+00	1.5026e+00	-1.5200e-04
5.9758e+00	1.5026e+00	-1.5200e-04
5.9772e+00	1.5023e+00	-1.5200e-04
5.9786e+00	1.5023e+00	-1.5200e-04
5.9800e+00	1.5020e+00	-1.5200e-04
5.9814e+00	1.5020e+00	-1.5200e-04
5.9828e+00	1.5020e+00	-1.5200e-04
5.9842e+00	1.5014e+00	-1.5200e-04
5.9856e+00	1.5011e+00	-1.5100e-04
5.9869e+00	1.5011e+00	-1.5100e-04
5.9883e+00	1.5011e+00	-1.5200e-04
5.9897e+00	1.5008e+00	-1.5200e-04
5.9911e+00	1.5008e+00	-1.5200e-04
5.9925e+00	1.5004e+00	-1.5200e-04
5.9939e+00	1.5004e+00	-1.5200e-04
5.9953e+00	1.5004e+00	-1.5200e-04
5.9967e+00	1.5001e+00	-1.5200e-04
5.9981e+00	1.5001e+00	-1.5200e-04
5.9994e+00	1.4998e+00	-1.5200e-04
6.0008e+00	1.4998e+00	-1.5200e-04
6.0022e+00	1.4995e+00	-1.5200e-04
6.0036e+00	1.4995e+00	-1.5200e-04
6.0050e+00	1.4992e+00	-1.5200e-04
6.0064e+00	1.4992e+00	-1.5200e-04
6.0078e+00	1.4992e+00	-1.5200e-04
6.0092e+00	1.4989e+00	-1.5200e-04
6.0106e+00	1.4989e+00	-1.5200e-04
6.0119e+00	1.4986e+00	-1.5200e-04
6.0133e+00	1.4986e+00	-1.5100e-04
6.0147e+00	1.4983e+00	-1.5200e-04
6.0161e+00	1.4980e+00	-1.5200e-04
6.0175e+00	1.4980e+00	-1.5100e-04
6.0189e+00	1.4980e+00	-1.5200e-04
6.0203e+00	1.4977e+00	-1.5200e-04
6.0217e+00	1.4977e+00	-1.5200e-04
6.0231e+00	1.4973e+00	-1.5100e-04
6.0244e+00	1.4973e+00	-1.5200e-04
6.0258e+00	1.4970e+00	-1.5200e-04
6.0272e+00	1.4970e+00	-1.5200e-04
6.0286e+00	1.4967e+00	-1.5200e-04
6.0300e+00	1.4967e+00	-1.5200e-04
6.0314e+00	1.4967e+00	-1.5200e-04
6.0328e+00	1.4964e+00	-1.5200e-04
6.0342e+00	1.4961e+00	-1.5200e-04
6.0356e+00	1.4961e+00	-1.5200e-04
6.0369e+00	1.4961e+00	-1.5200e-04
6.0383e+00	1.4958e+00	-1.5100e-04
6.0397e+00	1.4958e+00	-1.5200e-04
6.0411e+00	1.4955e+00	-1.5100e-04
6.0425e+00	1.4955e+00	-1.5200e-04
6.0439e+00	1.4955e+00	-1.5200e-04
6.0453e+00	1.4952e+00	-1.5200e-04
6.0467e+00	1.4949e+00	-1.5100e-04
6.0481e+00	1.4949e+00	-1.5200e-04
6.0494e+00	1.4949e+00	-1.5200e-04
6.0508e+00	1.4946e+00	-1.5200e-04
6.0522e+00	1.4946e+00	-1.5200e-04
6.0536e+00	1.4942e+00	-1.5100e-04
6.0550e+00	1.4942e+00	-1.5200e-04
6.0564e+00	1.4939e+00	-1.5200e-04
6.0578e+00	1.4939e+00	-1.5200e-04
6.0592e+00	1.4936e+00	-1.5200e-04
6.0606e+00	1.4936e+00	-1.5100e-04
6.0619e+00	1.4936e+00	-1.5100e-04
6.0633e+00	1.4933e+00	-1.5200e-04
6.0647e+00	1.4930e+00	-1.5200e-04
6.0661e+00	1.4930e+00	-1.5200e-04
6.0675e+00	1.4930e+00	-1.5200e-04
6.0689e+00	1.4927e+00	-1.5100e-04
6.0703e+00	1.4927e+00	-1.5200e-04
6.0717e+00	1.4924e+00	-1.5100e-04
6.0731e+00	1.4924e+00	-1.5200e-04
6.0744e+00	1.4921e+00	-1.5100e-04
6.0758e+00	1.4921e+00	-1.5200e-04
6.0772e+00	1.4918e+00	-1.5200e-04
6.0786e+00	1.4918e+00	-1.5200e-04
6.0800e+00	1.4915e+00	-1.5200e-04
6.0814e+00	1.4915e+00	-1.5200e-04
6.0828e+00	1.4911e+00	-1.5200e-04
6.0842e+00	1.4911e+00	-1.5200e-04
6.0856e+00	1.4911e+00	-1.5200e-04
6.0869e+00	1.4908e+00	-1.5200e-04
6.0883e+00	1.4905e+00	-1.5200e-04
6.0897e+00	1.4905e+00	-1.5100e-04
6.0911e+00	1.4905e+00	-1.5100e-04
6.0925e+00	1.4902e+00	-1.5200e-04
6.0939e+00	1.4902e+00	-1.5200e-04
6.0953e+00	1.4899e+00	-1.5200e-04
6.0967e+00	1.4899e+00	-1.5200e-04
6.0981e+00	1.4896e+00	-1.5200e-04
6.0994e+00	1.4896e+00	-1.5200e-04
6.1008e+00	1.4893e+00	-1.5100e-04
6.1022e+00	1.4893e+00	-1.5100e-04
6.1036e+00	1.4890e+00	-1.5100e-04
6.1050e+00	1.4890e+00	-1.5100e-04
6.1064e+00	1.4887e+00	-1.5200e-04
6.1078e+00	1.4887e+00	-1.5200e-04
6.1092e+00	1.4887e+00	-1.5200e-04
6.1106e+00	1.4884e+00	-1.5200e-04
6.1119e+00	1.4880e+00	-1.5200e-04
6.1133e+00	1.4880e+00	-1.5200e-04
6.1147e+00	1.4880e+00	-1.5200e-04
6.1161e+00	1.4877e+00	-1.5200e-04
6.1175e+00	1.4874e+00	-1.5200e-04
6.1189e+00	1.4874e+00	-1.5100e-04
6.1203e+00	1.4874e+00	-1.5200e-04
6.1217e+00	1.4871e+00	-1.5200e-04
6.1231e+00	1.4871e+00	-1.5200e-04
6.1244e+00	1.4868e+00	-1.5200e-04
6.1258e+00	1.4868e+00	-1.5200e-04
6.1272e+00	1.4868e+00	-1.5200e-04
6.1286e+00	1.4865e+00	-1.5200e-04
6.1300e+00	1.4862e+00	-1.5200e-04
6.1314e+00	1.4862e+00	-1.5200e-04
6.1328e+00	1.4862e+00	-1.5200e-04
6.1342e+00	1.4859e+00	-1.5200e-04
6.1356e+00	1.4859e+00	-1.5200e-04
6.1369e+00	1.4856e+00	-1.5200e-04
6.1383e+00	1.4856e+00	-1.5200e-04
6.1397e+00	1.4853e+00	-1.5200e-04
6.1411e+00	1.4853e+00	-1.5200e-04
6.1425e+00	1.4849e+00	-1.5200e-04
6.1439e+00	1.4849e+00	-1.5200e-04
6.1453e+00	1.4846e+00	-1.5200e-04
6.1467e+00	1.4846e+00	-1.5200e-04
6.1481e+00	1.4843e+00	-1.5200e-04
6.1494e+00	1.4843e+00	-1.5200e-04
6.1508e+00	1.4843e+00	-1.5200e-04
6.1522e+00	1.4840e+00	-1.5200e-04
6.1536e+00	1.4840e+00	-1.5100e-04
6.1550e+00	1.4837e+00	-1.5100e-04
6.1564e+00	1.4837e+00	-1.5200e-04
6.1578e+00	1.4834e+00	-1.5200e-04
6.1592e+00	1.4831e+00	-1.5200e-04
6.1606e+00	1.4831e+00	-1.5100e-04
6.1619e+00	1.4831e+00	-1.5200e-04
6.1633e+00	1.4828e+00	-1.5200e-04
6.1647e+00	1.4828e+00	-1.5200e-04
6.1661e+00	1.4825e+00	-1.5200e-04
6.1675e+00	1.4825e+00	-1.5200e-04
6.1689e+00	1.4822e+00	-1.5200e-04
6.1703e+00	1.4822e+00	-1.5200e-04
6.1717e+00	1.4818e+00	-1.5200e-04
6.1731e+00	1.4818e+00	-1.5100e-04
6.1744e+00	1.4818e+00	-1.5100e-04
6.1758e+00	1.4815e+00	-1.5200e-04
6.1772e+00	1.4812e+00	-1.5200e-04
6.1786e+00	1.4812e+00	-1.5100e-04
6.1800e+00	1.4812e+00	-1.5100e-04
6.1814e+00	1.4806e+00	-1.5200e-04
6.1828e+00	1.4806e+00	-1.5200e-04
6.1842e+00	1.4803e+00	-1.5200e-04
6.1856e+00	1.4803e+00	-1.5100e-04
6.1869e+00	1.4800e+00	-1.5100e-04
6.1883e+00	1.4800e+00	-1.5200e-04
6.1897e+00	1.4797e+00	-1.5200e-04
6.1911e+00	1.4797e+00	-1.5100e-04
6.1925e+00	1.4794e+00	-1.5200e-04
6.1939e+00	1.4794e+00	-1.5100e-04
6.1953e+00	1.4791e+00	-1.5100e-04
6.1967e+00	1.4791e+00	-1.5100e-04
6.1981e+00	1.4787e+00	-1.5200e-04
6.1994e+00	1.4787e+00	-1.5200e-04
6.2008e+00	1.4784e+00	-1.5200e-04
6.2022e+00	1.4784e+00	-1.5200e-04
6.2036e+00	1.4784e+00	-1.5200e-04
6.2050e+00	1.4781e+00	-1.5100e-04
6.2064e+00	1.4778e+00	-1.5100e-04
6.2078e+00	1.4778e+00	-1.5200e-04
6.2092e+00	1.4778e+00	-1.5100e-04
6.2106e+00	1.4775e+00	-1.5200e-04
6.2119e+00	1.4775e+00	-1.5200e-04
6.2133e+00	1.4772e+00	-1.5200e-04
6.2147e+00	1.4772e+00	-1.5100e-04
6.2161e+00	1.4769e+00	-1.5200e-04
6.2175e+00	1.4766e+00	-1.5100e-04
6.2189e+00	1.4766e+00	-1.5100e-04
6.2203e+00	1.4766e+00	-1.5100e-04
6.2217e+00	1.4763e+00	-1.5200e-04
6.2231e+00	1.4763e+00	-1.5200e-04
6.2244e+00	1.4760e+00	-1.5200e-04
6.2258e+00	1.4760e+00	-1.5200e-04
6.2272e+00	1.4760e+00	-1.5200e-04
6.2286e+00	1.4756e+00	-1.5200e-04
6.2300e+00	1.4753e+00	-1.5200e-04
6.2314e+00	1.4753e+00	-1.5100e-04
6.2328e+00	1.4753e+00	-1.5200e-04
6.2342e+00	1.4750e+00	-1.5200e-04
6.2356e+00	1.4747e+00	-1.5100e-04
6.2369e+00	1.4747e+00	-1.5200e-04
6.2383e+00	1.4744e+00	-1.5100e-04
6.2397e+00	1.4744e+00	-1.5200e-04
6.2411e+00	1.4744e+00	-1.5200e-04
6.2425e+00	1.4741e+00	-1.5200e-04
6.2439e+00	1.4741e+00	-1.5200e-04
6.2453e+00	1.4738e+00	-1.5200e-04
6.2467e+00	1.4738e+00	-1.5200e-04
6.2481e+00	1.4735e+00	-1.5200e-04
6.2494e+00	1.4735e+00	-1.5200e-04
6.2508e+00	1.4732e+00	-1.5200e-04
6.2522e+00	1.4732e+00	-1.5100e-04
6.2536e+00	1.4729e+00	-1.5200e-04
6.2550e+00	1.4729e+00	-1.5200e-04
6.2564e+00	1.4729e+00	-1.5200e-04
6.2578e+00	1.4725e+00	-1.5200e-04
6.2592e+00	1.4722e+00	-1.5200e-04
6.2606e+00	1.4722e+00	-1.5100e-04
6.2619e+00	1.4722e+00	-1.5200e-04
6.2633e+00	1.4719e+00	-1.5200e-04
6.2647e+00	1.4719e+00	-1.5200e-04
6.2661e+00	1.4716e+00	-1.5200e-04
6.2675e+00	1.4716e+00	-1.5200e-04
6.2689e+00	1.4713e+00	-1.5200e-04
6.2703e+00	1.4713e+00	-1.5100e-04
6.2717e+00	1.4710e+00	-1.5200e-04
6.2731e+00	1.4710e+00	-1.5200e-04
6.2744e+00	1.4707e+00	-1.5200e-04
6.2758e+00	1.4704e+00	-1.5200e-04
6.2772e+00	1.4704e+00	-1.5100e-04
6.2786e+00	1.4704e+00	-1.5200e-04
6.2800e+00	1.4701e+00	-1.5200e-04
6.2814e+00	1.4701e+00	-1.5200e-04
6.2828e+00	1.4698e+00	-1.5200e-04
6.2842e+00	1.4698e+00	-1.5200e-04
6.2856e+00	1.4698e+00	-1.5200e-04
6.2869e+00	1.4694e+00	-1.5200e-04
6.2883e+00	1.4691e+00	-1.5200e-04
6.2897e+00	1.4691e+00	-1.5100e-04
6.2911e+00	1.4688e+00	-1.5200e-04
6.2925e+00	1.4688e+00	-1.5200e-04
6.2939e+00	1.4688e+00	-1.5100e-04
6.2953e+00	1.4685e+00	-1.5200e-04
6.2967e+00	1.4685e+00	-1.5200e-04
6.2981e+00	1.4682e+00	-1.5200e-04
6.2994e+00	1.4682e+00	-1.5100e-04
6.3008e+00	1.4679e+00	-1.5200e-04
6.3022e+00	1.4679e+00	-1.5200e-04
6.3036e+00	1.4676e+00	-1.5200e-04
6.3050e+00	1.4676e+00	-1.5200e-04
6.3064e+00	1.4673e+00	-1.5200e-04
6.3078e+00	1.4673e+00	-1.5200e-04
6.3092e+00	1.4673e+00	-1.5100e-04
6.3106e+00	1.4670e+00	-1.5200e-04
6.3119e+00	1.4670e+00	-1.5100e-04
6.3133e+00	1.4667e+00	-1.5200e-04
6.3147e+00	1.4667e+00	-1.5200e-04
6.3161e+00	1.4663e+00	-1.5100e-04
6.3175e+00	1.4660e+00	-1.5200e-04
6.3189e+00	1.4660e+00	-1.5100e-04
6.3203e+00	1.4660e+00	-1.5200e-04
6.3217e+00	1.4657e+00	-1.5200e-04
6.3231e+00	1.4657e+00	-1.5200e-04
6.3244e+00	1.4654e+00	-1.5200e-04
6.3258e+00	1.4654e+00	-1.5200e-04
6.3272e+00	1.4651e+00	-1.5200e-04
6.3286e+00	1.4651e+00	-1.5100e-04
6.3300e+00	1.4648e+00	-1.5100e-04
6.3314e+00	1.4648e+00	-1.5200e-04
6.3328e+00	1.4645e+00	-1.5200e-04
6.3342e+00	1.4645e+00	-1.5100e-04
6.3356e+00	1.4642e+00	-1.5200e-04
6.3369e+00	1.4642e+00	-1.5200e-04
6.3383e+00	1.4642e+00	-1.5200e-04
6.3397e+00	1.4639e+00	-1.5200e-04
6.3411e+00	1.4636e+00	-1.5100e-04
6.3425e+00	1.4636e+00	-1.5100e-04
6.3439e+00	1.4636e+00	-1.5200e-04
6.3453e+00	1.4632e+00	-1.5200e-04
6.3467e+00	1.4632e+00	-1.5200e-04
6.3481e+00	1.4629e+00	-1.5200e-04
6.3494e+00	1.4629e+00	-1.5200e-04
6.3508e+00	1.4626e+00	-1.5200e-04
6.3522e+00	1.4626e+00	-1.5200e-04
6.3536e+00	1.4623e+00	-1.5100e-04
6.3550e+00	1.4623e+00	-1.5200e-04
6.3564e+00	1.4620e+00	-1.5200e-04
6.3578e+00	1.4617e+00	-1.5200e-04
6.3592e+00	1.4617e+00	-1.5200e-04
6.3606e+00	1.4617e+00	-1.5200e-04
6.3619e+00	1.4617e+00	-1.5200e-04
6.3633e+00	1.4614e+00	-1.5200e-04
6.3647e+00	1.4611e+00	-1.5200e-04
6.3661e+00	1.4611e+00	-1.5200e-04
6.3675e+00	1.4611e+00	-1.5200e-04
6.3689e+00	1.4608e+00	-1.5200e-04
6.3703e+00	1.4605e+00	-1.5200e-04
6.3717e+00	1.4605e+00	-1.5100e-04
6.3731e+00	1.4605e+00	-1.5200e-04
6.3744e+00	1.4598e+00	-1.5100e-04
6.3758e+00	1.4598e+00	-1.5200e-04
6.3772e+00	1.4595e+00	-1.5200e-04
6.3786e+00	1.4595e+00	-1.5200e-04
6.3800e+00	1.4592e+00	-1.5200e-04
6.3814e+00	1.4592e+00	-1.5200e-04
6.3828e+00	1.4589e+00	-1.5200e-04
6.3842e+00	1.4589e+00	-1.5200e-04
6.3856e+00	1.4589e+00	-1.5100e-04
6.3869e+00	1.4586e+00	-1.5200e-04
6.3883e+00	1.4583e+00	-1.5200e-04
6.3897e+00	1.4583e+00	-1.5200e-04
6.3911e+00	1.4580e+00	-1.5200e-04
6.3925e+00	1.4580e+00	-1.5200e-04
6.3939e+00	1.4580e+00	-1.5200e-04
6.3953e+00	1.4577e+00	-1.5100e-04
6.3967e+00	1.4577e+00	-1.5200e-04
6.3981e+00	1.4574e+00	-1.5200e-04
6.3994e+00	1.4570e+00	-1.5200e-04
6.4008e+00	1.4570e+00	-1.5200e-04
6.4022e+00	1.4570e+00	-1.5200e-04
6.4036e+00	1.4567e+00	-1.5200e-04
6.4050e+00	1.4567e+00	-1.5200e-04
6.4064e+00	1.4564e+00	-1.5100e-04
6.4078e+00	1.4564e+00	-1.5200e-04
6.4092e+00	1.4561e+00	-1.5200e-04
6.4106e+00	1.4561e+00	-1.5200e-04
6.4119e+00	1.4558e+00	-1.5200e-04
6.4133e+00	1.4558e+00	-1.5200e-04
6.4147e+00	1.4555e+00	-1.5200e-04
6.4161e+00	1.4555e+00	-1.5200e-04
6.4175e+00	1.4552e+00	-1.5200e-04
6.4189e+00	1.4552e+00	-1.5200e-04
6.4203e+00	1.4552e+00	-1.5200e-04
6.4217e+00	1.4549e+00	-1.5200e-04
6.4231e+00	1.4549e+00	-1.5100e-04
6.4244e+00	1.4546e+00	-1.5200e-04
6.4258e+00	1.4546e+00	-1.5200e-04
6.4272e+00	1.4543e+00	-1.5200e-04
6.4286e+00	1.4543e+00	-1.5200e-04
6.4300e+00	1.4539e+00	-1.5200e-04
6.4314e+00	1.4539e+00	-1.5200e-04
6.4328e+00	1.4536e+00	-1.5200e-04
6.4342e+00	1.4536e+00	-1.5200e-04
6.4356e+00	1.4533e+00	-1.5100e-04
6.4369e+00	1.4533e+00	-1.5200e-04
6.4383e+00	1.4530e+00	-1.5200e-04
6.4397e+00	1.4527e+00	-1.5200e-04
6.4411e+00	1.4527e+00	-1.5200e-04
6.4425e+00	1.4527e+00	-1.5200e-04
6.4439e+00	1.4524e+00	-1.5100e-04
6.4453e+00	1.4524e+00	-1.5200e-04
6.4467e+00	1.4521e+00	-1.5200e-04
6.4481e+00	1.4521e+00	-1.5200e-04
6.4494e+00	1.4521e+00	-1.5200e-04
6.4508e+00	1.4518e+00	-1.5200e-04
6.4522e+00	1.4515e+00	-1.5100e-04
6.4536e+00	1.4515e+00	-1.5200e-04
6.4550e+00	1.4515e+00	-1.5200e-04
6.4564e+00	1.4512e+00	-1.5200e-04
6.4578e+00	1.4512e+00	-1.5200e-04
6.4592e+00	1.4508e+00	-1.5200e-04
6.4606e+00	1.4508e+00	-1.5200e-04
6.4619e+00	1.4505e+00	-1.5200e-04
6.4633e+00	1.4502e+00	-1.5200e-04
6.4647e+00	1.4502e+00	-1.5200e-04
6.4661e+00	1.4502e+00	-1.5200e-04
6.4675e+00	1.4499e+00	-1.5100e-04
6.4689e+00	1.4499e+00	-1.5200e-04
6.4703e+00	1.4496e+00	-1.5200e-04
6.4717e+00	1.4496e+00	-1.5200e-04
6.4731e+00	1.4493e+00	-1.5200e-04
6.4744e+00	1.4493e+00	-1.5200e-04
6.4758e+00	1.4490e+00	-1.5200e-04
6.4772e+00	1.4490e+00	-1.5100e-04
6.4786e+00	1.4490e+00	-1.5200e-04
6.4800e+00	1.4487e+00	-1.5200e-04
6.4814e+00	1.4484e+00	-1.5200e-04
6.4828e+00	1.4484e+00	-1.5200e-04
6.4842e+00	1.4484e+00	-1.5200e-04
6.4856e+00	1.4481e+00	-1.5200e-04
6.4869e+00	1.4481e+00	-1.5200e-04
6.4883e+00	1.4477e+00	-1.5100e-04
6.4897e+00	1.4477e+00	-1.5200e-04
6.4911e+00	1.4474e+00	-1.5200e-04
6.4925e+00	1.4474e+00	-1.5200e-04
6.4939e+00	1.4471e+00	-1.5100e-04
6.4953e+00	1.4471e+00	-1.5200e-04
6.4967e+00	1.4468e+00	-1.5200e-04
6.4981e+00	1.4468e+00	-1.5200e-04
6.4994e+00	1.4465e+00	-1.5200e-04
6.5008e+00	1.4465e+00	-1.5200e-04
6.5022e+00	1.4462e+00	-1.5200e-04
6.5036e+00	1.4462e+00	-1.5100e-04
6.5050e+00	1.4459e+00	-1.5200e-04
6.5064e+00	1.4459e+00	-1.5200e-04
6.5078e+00	1.4459e+00	-1.5200e-04
6.5092e+00	1.4456e+00	-1.5200e-04
6.5106e+00	1.4453e+00	-1.5200e-04
6.5119e+00	1.4453e+00	-1.5200e-04
6.5133e+00	1.4453e+00	-1.5200e-04
6.5147e+00	1.4450e+00	-1.5100e-04
6.5161e+00	1.4450e+00	-1.5200e-04
6.5175e+00	1.4446e+00	-1.5200e-04
6.5189e+00	1.4446e+00	-1.5200e-04
6.5203e+00	1.4443e+00	-1.5200e-04
6.5217e+00	1.4443e+00	-1.5200e-04
6.5231e+00	1.4440e+00	-1.5100e-04
6.5244e+00	1.4440e+00	-1.5200e-04
6.5258e+00	1.4437e+00	-1.5200e-04
6.5272e+00	1.4437e+00	-1.5100e-04
6.5286e+00	1.4434e+00	-1.5200e-04
6.5300e+00	1.4434e+00	-1.5100e-04
6.5314e+00	1.4434e+00	-1.5200e-04
6.5328e+00	1.4431e+00	-1.5200e-04
6.5342e+00	1.4428e+00	-1.5200e-04
6.5356e+00	1.4428e+00	-1.5200e-04
6.5369e+00	1.4428e+00	-1.5200e-04
6.5383e+00	1.4425e+00	-1.5200e-04
6.5397e+00	1.4422e+00	-1.5200e-04
6.5411e+00	1.4422e+00	-1.5200e-04
6.5425e+00	1.4422e+00	-1.5200e-04
6.5439e+00	1.4419e+00	-1.5100e-04
6.5453e+00	1.4415e+00	-1.5200e-04
6.5467e+00	1.4415e+00	-1.5200e-04
6.5481e+00	1.4415e+00	-1.5200e-04
6.5494e+00	1.4412e+00	-1.5200e-04
6.5508e+00	1.4412e+00	-1.5200e-04
6.5522e+00	1.4409e+00	-1.5200e-04
6.5536e+00	1.4409e+00	-1.5200e-04
6.5550e+00	1.4406e+00	-1.5200e-04
6.5564e+00	1.4403e+00	-1.5200e-04
6.5578e+00	1.4403e+00	-1.5200e-04
6.5592e+00	1.4403e+00	-1.5200e-04
6.5606e+00	1.4403e+00	-1.5200e-04
6.5619e+00	1.4400e+00	-1.5200e-04
6.5633e+00	1.4394e+00	-1.5200e-04
6.5647e+00	1.4394e+00	-1.5200e-04
6.5661e+00	1.4394e+00	-1.5200e-04
6.5675e+00	1.4391e+00	-1.5200e-04
6.5689e+00	1.4388e+00	-1.5200e-04
6.5703e+00	1.4388e+00	-1.5200e-04
6.5717e+00	1.4388e+00	-1.5100e-04
6.5731e+00	1.4384e+00	-1.5200e-04
6.5744e+00	1.4381e+00	-1.5200e-04
6.5758e+00	1.4381e+00	-1.5200e-04
6.5772e+00	1.4381e+00	-1.5200e-04
6.5786e+00	1.4378e+00	-1.5200e-04
6.5800e+00	1.4378e+00	-1.5200e-04
6.5814e+00	1.4375e+00	-1.5100e-04
6.5828e+00	1.4375e+00	-1.5200e-04
6.5842e+00	1.4372e+00	-1.5200e-04
6.5856e+00	1.4372e+00	-1.5100e-04
6.5869e+00	1.4369e+00	-1.5200e-04
6.5883e+00	1.4369e+00	-1.5200e-04
6.5897e+00	1.4366e+00	-1.5100e-04
6.5911e+00	1.4366e+00	-1.5200e-04
6.5925e+00	1.4363e+00	-1.5200e-04
6.5939e+00	1.4363e+00	-1.5200e-04
6.5953e+00	1.4360e+00	-1.5100e-04
6.5967e+00	1.4360e+00	-1.5200e-04
6.5981e+00	1.4357e+00	-1.5200e-04
6.5994e+00	1.4357e+00	-1.5200e-04
6.6008e+00	1.4353e+00	-1.5200e-04
6.6022e+00	1.4353e+00	-1.5200e-04
6.6036e+00	1.4350e+00	-1.5200e-04
6.6050e+00	1.4350e+00	-1.5200e-04
6.6064e+00	1.4347e+00	-1.5200e-04
6.6078e+00	1.4347e+00	-1.5200e-04
6.6092e+00	1.4344e+00	-1.5200e-04
6.6106e+00	1.4344e+00	-1.5200e-04
6.6119e+00	1.4341e+00	-1.5200e-04
6.6133e+00	1.4341e+00	-1.5200e-04
6.6147e+00	1.4338e+00	-1.5100e-04
6.6161e+00	1.4338e+00	-1.5200e-04
6.6175e+00	1.4338e+00	-1.5200e-04
6.6189e+00	1.4335e+00	-1.5200e-04
6.6203e+00	1.4332e+00	-1.5200e-04
6.6217e+00	1.4332e+00	-1.5200e-04
6.6231e+00	1.4332e+00	-1.5100e-04
6.6244e+00	1.4329e+00	-1.5200e-04
6.6258e+00	1.4326e+00	-1.5200e-04
6.6272e+00	1.4326e+00	-1.5200e-04
6.6286e+00	1.4326e+00	-1.5200e-04
6.6300e+00	1.4322e+00	-1.5200e-04
6.6314e+00	1.4319e+00	-1.5200e-04
6.6328e+00	1.4319e+00	-1.5200e-04
6.6342e+00	1.4319e+00	-1.5100e-04
6.6356e+00	1.4316e+00	-1.5200e-04
6.6369e+00	1.4316e+00	-1.5200e-04
6.6383e+00	1.4313e+00	-1.5200e-04
6.6397e+00	1.4313e+00	-1.5200e-04
6.6411e+00	1.4313e+00	-1.5200e-04
6.6425e+00	1.4310e+00	-1.5100e-04
6.6439e+00	1.4307e+00	-1.5200e-04
6.6453e+00	1.4307e+00	-1.5200e-04
6.6467e+00	1.4304e+00	-1.5100e-04
6.6481e+00	1.4304e+00	-1.5200e-04
6.6494e+00	1.4301e+00	-1.5100e-04
6.6508e+00	1.4301e+00	-1.5200e-04
6.6522e+00	1.4301e+00	-1.5100e-04
6.6536e+00	1.4298e+00	-1.5200e-04
6.6550e+00	1.4298e+00	-1.5100e-04
6.6564e+00	1.4295e+00	-1.5200e-04
6.6578e+00	1.4295e+00	-1.5200e-04
6.6592e+00	1.4291e+00	-1.5200e-04
6.6606e+00	1.4288e+00	-1.5200e-04
6.6619e+00	1.4288e+00	-1.5200e-04
6.6633e+00	1.4288e+00	-1.5200e-04
6.6647e+00	1.4285e+00	-1.5100e-04
6.6661e+00	1.4282e+00	-1.5200e-04
6.6675e+00	1.4282e+00	-1.5200e-04
6.6689e+00	1.4282e+00	-1.5200e-04
6.6703e+00	1.4279e+00	-1.5200e-04
6.6717e+00	1.4276e+00	-1.5200e-04
6.6731e+00	1.4276e+00	-1.5200e-04
6.6744e+00	1.4276e+00	-1.5200e-04
6.6758e+00	1.4273e+00	-1.5200e-04
6.6772e+00	1.4273e+00	-1.5200e-04
6.6786e+00	1.4270e+00	-1.5200e-04
6.6800e+00	1.4270e+00	-1.5200e-04
6.6814e+00	1.4267e+00	-1.5200e-04
6.6828e+00	1.4267e+00	-1.5200e-04
6.6842e+00	1.4264e+00	-1.5200e-04
6.6856e+00	1.4264e+00	-1.5200e-04
6.6869e+00	1.4260e+00	-1.5200e-04
6.6883e+00	1.4260e+00	-1.5200e-04
6.6897e+00	1.4257e+00	-1.5100e-04
6.6911e+00	1.4257e+00	-1.5200e-04
6.6925e+00	1.4257e+00	-1.5100e-04
6.6939e+00	1.4251e+00	-1.5100e-04
6.6953e+00	1.4251e+00	-1.5200e-04
6.6967e+00	1.4251e+00	-1.5200e-04
6.6981e+00	1.4248e+00	-1.5200e-04
6.6994e+00	1.4248e+00	-1.5200e-04
6.7008e+00	1.4245e+00	-1.5200e-04
6.7022e+00	1.4245e+00	-1.5200e-04
6.7036e+00	1.4242e+00	-1.5200e-04
6.7050e+00	1.4242e+00	-1.5200e-04
6.7064e+00	1.4239e+00	-1.5200e-04
6.7078e+00	1.4239e+00	-1.5200e-04
6.7092e+00	1.4239e+00	-1.5200e-04
6.7106e+00	1.4236e+00	-1.5200e-04
